"genus","species","subspecies","authority","year"
"Microlophus","thoracicus","thoracicus","TSCHUDI",1845
"Microlophus","thoracicus","talarae","DIXON & WRIGHT",1975
"Microlophus","thoracicus","icae","DIXON & WRIGHT",1975
"Micropechis","ikaheca","ikaheca","LESSON",1830
"Micropechis","ikaheca","fasciatus","FISCHER",1884
"Micruroides","euryxanthus","australis","ZWEIFEL & NORRIS",1955
"Micruroides","euryxanthus","euryxanthus","KENNICOTT",1860
"Micruroides","euryxanthus","neglectus","ROZE",1967
"Micrurus","ancoralis","jani","SCHMIDT",1936
"Micrurus","ancoralis","ancoralis","JAN",1872
"Micrurus","annellatus","annellatus","PETERS",1871
"Micrurus","annellatus","balzanii","BOULENGER",1898
"Micrurus","annellatus","bolivianus","ROZE",1967
"Micrurus","browni","browni","SCHMIDT & SMITH",1943
"Micrurus","browni","importunus","ROZE",1967
"Micrurus","browni","taylori","SCHMIDT & SMITH",1943
"Micrurus","collaris","collaris","SCHLEGEL",1837
"Micrurus","collaris","breviventris","ROZE & BERNAL-CARLO",1988
"Micrurus","diastema","diastema","DUMERIL BIBRON & DUMERIL",1854
"Micrurus","diastema","aglaeope","COPE",1860
"Micrurus","diastema","alienus","WERNER",1903
"Micrurus","diastema","affinis","JAN",1858
"Micrurus","diastema","apiatus","JAN",1858
"Micrurus","diastema","macdougalli","ROZE",1967
"Micrurus","diastema","sapperi","WERNER",1903
"Micrurus","dissoleucus","dissoleucus","COPE",1860
"Micrurus","dissoleucus","dunni","BARBOUR",1923
"Micrurus","dissoleucus","melanogenys","COPE",1860
"Micrurus","dissoleucus","nigrirostris","SCHMIDT",1955
"Micrurus","distans","distans","KENNICOTT",1860
"Micrurus","distans","michoacanensis","DUGES",1891
"Micrurus","distans","oliveri","ROZE",1967
"Micrurus","distans","zweifeli","ROZE",1967
"Micrurus","dumerilii","antioquiensis","SCHMIDT",1936
"Micrurus","dumerilii","carinicaudus","SCHMIDT",1936
"Micrurus","dumerilii","colombianus","GRIFFIN",1916
"Micrurus","dumerilii","dumerilii","JAN",1858
"Micrurus","dumerilii","transandinus","SCHMIDT",1936
"Micrurus","dumerilii","venezuelensis","ROZE",1989
"Micrurus","elegans","elegans","JAN",1858
"Micrurus","elegans","veraepacis","K.P. SCHMIDT",1933
"Micrurus","ephippifer","zapotecus","ROZE",1989
"Micrurus","ephippifer","ephippifer","COPE",1886
"Micrurus","hemprichii","hemprichii","JAN",1858
"Micrurus","hemprichii","ortoni","SCHMIDT",1953
"Micrurus","isozonus","isozonus","COPE",1860
"Micrurus","isozonus","sandneri","ARENAS-VARGAS",2015
"Micrurus","laticollaris","laticollaris","PETERS",1870
"Micrurus","laticollaris","maculirostris","ROZE",1967
"Micrurus","lemniscatus","lemniscatus","LINNAEUS",1758
"Micrurus","lemniscatus","carvalhoi","ROZE",1967
"Micrurus","lemniscatus","frontifasciatus","WERNER",1927
"Micrurus","lemniscatus","helleri","SCHMIDT & SCHMIDT",1925
"Micrurus","limbatus","limbatus","FRASER",1964
"Micrurus","limbatus","spilosomus","PEREZ-HIGAREDA & SMITH",1990
"Micrurus","mipartitus","mipartitus","DUMERIL BIBRON & DUMERIL",1854
"Micrurus","mipartitus","anomalus","BOULENGER",1896
"Micrurus","mipartitus","decussatus","DUMERIL BIBRON & DUMERIL",1854
"Micrurus","mipartitus","popayanensis","AYERBE TIDWELL & TIDWELL",1990
"Micrurus","mipartitus","rozei","GOLAY CHISZAR SMITH & BREUKELEN",1999
"Micrurus","multifasciatus","multifasciatus","JAN",1858
"Micrurus","multifasciatus","hertwigi","WERNER",1896
"Micrurus","narduccii","narduccii","JAN",1863
"Micrurus","narduccii","melanotus","PETERS",1881
"Micrurus","nigrocinctus","babaspul","ROZE",1967
"Micrurus","nigrocinctus","coibensis","SCHMIDT",1936
"Micrurus","nigrocinctus","divaricatus","HALLOWELL",1855
"Micrurus","nigrocinctus","nigrocinctus","GIRARD",1854
"Micrurus","nigrocinctus","ovandoensis","SCHMIDT & SMITH",1943
"Micrurus","nigrocinctus","zunilensis","SCHMIDT",1932
"Micrurus","steindachneri","steindachneri","WERNER",1901
"Micrurus","steindachneri","orcesi","ROZE",1967
"Micrurus","tener","fitzingeri","JAN",1858
"Micrurus","tener","maculatus","ROZE",1967
"Micrurus","tener","microgalbineus","BROWN & SMITH",1942
"Micrurus","tener","tamaulipensis","LAVIN-MURCIO & DIXON",2004
"Micrurus","tener","tener","BAIRD & GIRARD",1853
"Micrurus","tschudii","olssoni","SCHMIDT & SCHMIDT",1925
"Micrurus","tschudii","tschudii","JAN",1858
"Mimophis","mahfalensis","mahfalensis","GRANDIDIER",1867
"Mimophis","mahfalensis","madagascariensis","GUNTHER",1868
"Mochlus","fernandi","fernandi","BURTON",1836
"Mochlus","fernandi","harlani","HALLOWELL",1845
"Mochlus","hinkeli","hinkeli","WAGNER BOHME PAUWELS & SCHMITZ",2009
"Mochlus","hinkeli","joei","WAGNER BOHME PAUWELS & SCHMITZ",2009
"Monopeltis","scalper","bulsi","LAURENT",1954
"Monopeltis","scalper","gerardi","BOULENGER",1913
"Monopeltis","scalper","scalper","GUNTHER",1876
"Monopeltis","sphenorhynchus","sphenorhynchus","PETERS",1879
"Monopeltis","sphenorhynchus","mauricei","PARKER",1935
"Monopeltis","vanderysti","vanderysti","DE WITTE",1922
"Monopeltis","vanderysti","closei","LAURENT",1954
"Monopeltis","vanderysti","lujae","DE WITTE",1922
"Montivipera","raddei","raddei","BOETTGER",1890
"Montivipera","raddei","kurdistanica","NILSON & ANDREN",1986
"Montivipera","xanthina","xanthina","GRAY",1849
"Montivipera","xanthina","nilsoni","CATTANEO",2014
"Montivipera","xanthina","dianae","CATTANEO",2014
"Montivipera","xanthina","occidentalis","CATTANEO",2017
"Morelia","azurea","azurea","MEYER",1874
"Morelia","azurea","pulcher","SAUVAGE",1878
"Morelia","azurea","utaraensis","NATUSCH et al.",2019
"Morelia","spilota","cheynei","WELLS & WELLINGTON",1984
"Morelia","spilota","harrisoni","HOSER",2000
"Morelia","spilota","imbricata","SMITH",1981
"Morelia","spilota","mcdowelli","WELLS & WELLINGTON",1984
"Morelia","spilota","metcalfei","WELLS & WELLINGTON",1985
"Morelia","spilota","spilota","LACEPEDE",1804
"Morelia","spilota","variegata","GRAY",1842
"Morethia","ruficauda","ruficauda","LUCAS & FROST",1895
"Morethia","ruficauda","exquisita","STORR",1972
"Nactus","pelagicus","pelagicus","GIRARD",1858
"Nactus","pelagicus","undulatus","KOPSTEIN",1926
"Nactus","serpensinsula","durrellorum","ARNOLD & JONES",1994
"Nactus","serpensinsula","serpensinsula","LOVERIDGE",1951
"Naja","annulata","annulata","BUCHHOLZ & PETERS",1876
"Naja","annulata","stormsi","DOLLO",1886
"Naja","multifasciata","anomala","STERNFELD",1917
"Naja","multifasciata","duttoni","BOULENGER",1904
"Naja","multifasciata","multifasciata","WERNER",1902
"Naja","nigricincta","nigricincta","BOGERT",1940
"Naja","nigricincta","woodi","PRINGLE",1955
"Natrix","helvetica","helvetica","LACEPEDE",1789
"Natrix","helvetica","cetti","GENE",1839
"Natrix","helvetica","corsa","HECHT",1930
"Natrix","helvetica","lanzai","KRAMER",1971
"Natrix","helvetica","sicula","CUVIER",1829
"Natrix","natrix","calabra","VANNI & LANZA",1983
"Natrix","natrix","cypriaca","HECHT",1930
"Natrix","natrix","fusca","CATTANEO",1990
"Natrix","natrix","gotlandica","NILSON & ANDREN",1981
"Natrix","natrix","natrix","LINNAEUS",1758
"Natrix","natrix","persa","PALLAS",1814
"Natrix","natrix","schweizeri","L. MULLER",1932
"Natrix","natrix","scutata","PALLAS",1771
"Natrix","natrix","syriaca","HECHT",1930
"Nephrurus","levis","levis","DE VIS",1886
"Nephrurus","levis","occidentalis","STORR",1963
"Nephrurus","levis","pilbarensis","STORR",1963
"Nephrurus","wheeleri","wheeleri","LOVERIDGE",1932
"Nephrurus","wheeleri","cinctus","STORR",1963
"Nerodia","clarkii","clarkii","BAIRD & GIRARD",1853
"Nerodia","clarkii","compressicauda","KENNICOTT",1860
"Nerodia","clarkii","taeniata","COPE",1895
"Nerodia","fasciata","confluens","BLANCHARD",1923
"Nerodia","fasciata","fasciata","LINNAEUS",1766
"Nerodia","fasciata","pictiventris","COPE",1895
"Nerodia","rhombifer","blanchardi","CLAY",1938
"Nerodia","rhombifer","rhombifer","HALLOWELL",1852
"Nerodia","rhombifer","werleri","CONANT",1953
"Nerodia","sipedon","insularum","CONANT & CLAY",1937
"Nerodia","sipedon","pleuralis","COPE",1892
"Nerodia","sipedon","sipedon","LINNAEUS",1758
"Nerodia","sipedon","williamengelsi","CONANT & LAZELL",1973
"Ninia","diademata","diademata","BAIRD & GIRARD",1853
"Ninia","diademata","labiosa","BOCOURT",1883
"Ninia","diademata","nietoi","BURGER & WERLER",1954
"Ninia","diademata","plorator","SMITH",1942
"Ninia","sebae","morleyi","SCHMIDT & ANDREWS",1936
"Ninia","sebae","immaculata","SCHMIDT & RAND",1957
"Ninia","sebae","punctulata","BOCOURT",1883
"Ninia","sebae","sebae","DUMERIL BIBRON & DUMERIL",1854
"Notechis","scutatus","scutatus","PETERS",1861
"Notechis","scutatus","occidentalis","GLAUERT",1948
"Notoscincus","ornatus","ornatus","BROOM",1896
"Notoscincus","ornatus","wotjulum","GLAUERT",1959
"Oligodon","taeniolatus","taeniolatus","JERDON",1853
"Oligodon","taeniolatus","fasciatus","GUNTHER",1864
"Opheodrys","aestivus","aestivus","LINNAEUS",1766
"Opheodrys","aestivus","carinatus","GROBMAN",1984
"Ophisaurus","attenuatus","attenuatus","COPE",1880
"Ophisaurus","attenuatus","longicaudus","MCCONKEY",1952
"Ophisops","elegans","basoglui","BARAN & BUDAK",1978
"Ophisops","elegans","blanfordi","SCHMIDT",1939
"Ophisops","elegans","budakibarani","TOK AFSAR YAKIN AYAZ & CICEK",2017
"Ophisops","elegans","centralanatoliae","BODENHEIMER",1944
"Ophisops","elegans","ehrenbergii","WIEGMANN",1835
"Ophisops","elegans","elegans","MENETRIES",1832
"Ophisops","elegans","macrodactylus","BERTHOLD",1840
"Ophisops","elegans","persicus","BOULENGER",1918
"Ophisops","elegans","schlueteri","BOETTGER",1880
"Ophisops","leschenaultii","lankae","DERANIYAGALA",1953
"Ophisops","leschenaultii","leschenaultii","MILNE-EDWARDS",1829
"Oplurus","cuvieri","cuvieri","GRAY",1831
"Oplurus","cuvieri","comorensis","ANGEL",1942
"Oreocryptophis","porphyraceus","porphyraceus","CANTOR",1839
"Oreocryptophis","porphyraceus","coxi","SCHULZ & HELFENBERGER",1998
"Oreocryptophis","porphyraceus","laticincta","SCHULZ & HELFENBERGER",1998
"Oreocryptophis","porphyraceus","kawakamii","OSHIMA",1910
"Oreocryptophis","porphyraceus","pulchra","SCHMIDT",1925
"Oreocryptophis","porphyraceus","vaillanti","SAUVAGE",1877
"Oxyrhabdium","leporinum","leporinum","GUNTHER",1858
"Oxyrhabdium","leporinum","visayanum","LEVITON",1957
"Oxyrhopus","fitzingeri","fitzingeri","TSCHUDI",1845
"Oxyrhopus","fitzingeri","frizzelli","SCHMIDT & WALKER",1943
"Oxyrhopus","melanogenys","melanogenys","TSCHUDI",1845
"Oxyrhopus","melanogenys","orientalis","CUNHA & NASCIMENTO",1983
"Oxyrhopus","petolarius","digitalis","REUSS",1834
"Oxyrhopus","petolarius","petolarius","LINNAEUS",1758
"Oxyrhopus","petolarius","sebae","DUMERIL BIBRON & DUMERIL",1854
"Oxyrhopus","rhombifer","inaequifasciatus","WERNER",1909
"Oxyrhopus","rhombifer","rhombifer","DUMERIL BIBRON & DUMERIL",1854
"Oxyrhopus","rhombifer","bachmanni","WEYENBERGH",1876
"Oxyuranus","scutellatus","scutellatus","PETERS",1867
"Oxyuranus","scutellatus","canni","SLATER",1956
"Pachydactylus","punctatus","amoenoides","HEWITT",1935
"Pachydactylus","punctatus","punctatus","PETERS",1855
"Pachydactylus","wahlbergii","wahlbergii","PETERS",1869
"Pachydactylus","wahlbergii","furcifer","HAACKE",1976
"Palleon","nasus","nasus","BOULENGER",1887
"Palleon","nasus","pauliani","BRYGOO BLANC & DOMERGUE",1972
"Paralaudakia","microlepis","microlepis","BLANFORD",1874
"Paralaudakia","microlepis","taftanica","SANCHOOLI RAHIMIAN RASTEGAR-POUYANI & RASTEGAR-POUYANI",2015
"Paralaudakia","stoliczkana","altaica","MUNKHBAYAR & SHAGDARSUREN",1970
"Paralaudakia","stoliczkana","stoliczkana","BLANFORD",1875
"Pararhadinaea","melanogaster","marojejyensis","DOMERGUE",1984
"Pararhadinaea","melanogaster","melanogaster","BOETTGER",1898
"Parasuta","spectabilis","bushi","STORR",1988
"Parasuta","spectabilis","nullarbor","STORR",1981
"Parasuta","spectabilis","spectabilis","KREFFT",1869
"Pareas","carinatus","carinatus","BOIE",1830
"Pareas","carinatus","unicolor","BOURRET",1934
"Pedioplanis","lineoocellata","inocellata","MERTENS",1955
"Pedioplanis","lineoocellata","lineoocellata","DUMERIL & BIBRON",1839
"Pedioplanis","lineoocellata","pulchella","GRAY",1845
"Phalotris","lemniscatus","lemniscatus","DUMERIL BIBRON & DUMERIL",1854
"Phalotris","lemniscatus","iheringi","STRAUCH",1884
"Phalotris","lemniscatus","trilineatus","BOULENGER",1889
"Phelsuma","abbotti","abbotti","STEJNEGER",1893
"Phelsuma","abbotti","chekei","BORNER & MINUTH",1984
"Phelsuma","abbotti","sumptio","CHEKE",1982
"Phelsuma","astriata","astriata","TORNIER",1901
"Phelsuma","astriata","semicarinata","CHEKE",1982
"Phelsuma","borbonica","mater","MEIER",1995
"Phelsuma","borbonica","agalegae","CHEKE",1975
"Phelsuma","borbonica","borbonica","MERTENS",1966
"Phelsuma","laticauda","laticauda","BOETTGER",1880
"Phelsuma","laticauda","angularis","MERTENS",1964
"Phelsuma","lineata","lineata","GRAY",1842
"Phelsuma","lineata","bombetokensis","MERTENS",1964
"Phelsuma","lineata","elanthana","KRUGER",1996
"Phelsuma","lineata","punctulata","MERTENS",1970
"Phelsuma","madagascariensis","boehmei","MEIER",1982
"Phelsuma","madagascariensis","madagascariensis","GRAY",1831
"Phelsuma","modesta","modesta","MERTENS",1970
"Phelsuma","modesta","leiogaster","MERTENS",1973
"Phelsuma","pusilla","pusilla","MERTENS",1964
"Phelsuma","pusilla","hallmanni","MEIER",1989
"Phelsuma","quadriocellata","quadriocellata","PETERS",1883
"Phelsuma","quadriocellata","bimaculata","KAUDERN",1922
"Phelsuma","quadriocellata","lepida","KRUGER",1993
"Phelsuma","sundbergi","sundbergi","RENDAHL",1939
"Phelsuma","sundbergi","ladiguensis","BOHME & MEIER",1981
"Phelsuma","sundbergi","longinsulae","RENDAHL",1939
"Phelsuma","v-nigra","v-nigra","BOETTGER",1913
"Phelsuma","v-nigra","anjouanensis","MEIER",1986
"Phelsuma","v-nigra","comoraegrandensis","MEIER",1986
"Philodryas","aestiva","aestiva","DUMERIL BIBRON & DUMERIL",1854
"Philodryas","aestiva","subcarinata","BOULENGER",1902
"Philodryas","olfersii","olfersii","LICHTENSTEIN",1823
"Philodryas","olfersii","herbeus","WIED",1825
"Philodryas","olfersii","latirostris","COPE",1863
"Philothamnus","nitidus","loveridgei","LAURENT",1960
"Philothamnus","nitidus","nitidus","GUNTHER",1865
"Phoenicolacerta","kulzeri","petraea","BISCHOFF & MULLER",1999
"Phoenicolacerta","kulzeri","khazaliensis","MODRY NECAS RIFAI BISCHOFF HAMIDAN & AMR",2013
"Phoenicolacerta","kulzeri","kulzeri","MULLER & WETTSTEIN",1932
"Pholidoscelis","auberi","auberi","COCTEAU",1838
"Pholidoscelis","auberi","abducta","SCHWARTZ",1970
"Pholidoscelis","auberi","atrothorax","SCHWARTZ",1970
"Pholidoscelis","auberi","behringensis","LEE & SCHWARTZ",1985
"Pholidoscelis","auberi","bilateralis","MCCOY",1970
"Pholidoscelis","auberi","cacuminis","SCHWARTZ",1970
"Pholidoscelis","auberi","citra","SCHWARTZ",1970
"Pholidoscelis","auberi","denticola","SCHWARTZ",1970
"Pholidoscelis","auberi","extorris","SCHWARTZ",1970
"Pholidoscelis","auberi","extraria","SCHWARTZ",1970
"Pholidoscelis","auberi","felis","MCCOY",1970
"Pholidoscelis","auberi","focalis","MCCOY",1970
"Pholidoscelis","auberi","galbiceps","SCHWARTZ",1970
"Pholidoscelis","auberi","garridoi","SCHWARTZ",1970
"Pholidoscelis","auberi","gemmea","SCHWARTZ",1970
"Pholidoscelis","auberi","granti","SCHWARTZ",1970
"Pholidoscelis","auberi","hardyi","SCHWARTZ",1970
"Pholidoscelis","auberi","kingi","MCCOY",1970
"Pholidoscelis","auberi","llanensis","SCHWARTZ",1970
"Pholidoscelis","auberi","marcida","SCHWARTZ",1970
"Pholidoscelis","auberi","multilineata","MCCOY",1970
"Pholidoscelis","auberi","nigriventris","GALI & GARRIDO",1987
"Pholidoscelis","auberi","obsoleta","MCCOY in SCHWARTZ & MCCOY",1970
"Pholidoscelis","auberi","orlandoi","SCHWARTZ & MCCOY",1975
"Pholidoscelis","auberi","parvinsulae","LEE & SCHWARTZ",1985
"Pholidoscelis","auberi","paulsoni","SCHWARTZ in SCHWARTZ & MCCOY",1970
"Pholidoscelis","auberi","peradusta","SCHWARTZ in SCHWARTZ & MCCOY",1970
"Pholidoscelis","auberi","procer","SCHWARTZ in SCHWARTZ & MCCOY",1970
"Pholidoscelis","auberi","pullata","SCHWARTZ in SCHWARTZ & MCCOY",1970
"Pholidoscelis","auberi","richmondi","MCCOY in SCHWARTZ & MCCOY",1970
"Pholidoscelis","auberi","sabulicolor","SCHWARTZ in SCHWARTZ & MCCOY",1970
"Pholidoscelis","auberi","sanfelipensis","GARRIDO",1975
"Pholidoscelis","auberi","schwartzi","GALI & GARRIDO",1987
"Pholidoscelis","auberi","secta","SCHWARTZ in SCHWARTZ & MCCOY",1970
"Pholidoscelis","auberi","sideroxylon","LEE & SCHWARTZ",1985
"Pholidoscelis","auberi","sublesta","SCHWARTZ in SCHWARTZ & MCCOY",1970
"Pholidoscelis","auberi","thoracica","COPE",1862
"Pholidoscelis","auberi","ustulata","SCHWARTZ in SCHWARTZ & MCCOY",1970
"Pholidoscelis","auberi","vulturnus","LEE & SCHWARTZ",1985
"Pholidoscelis","auberi","zugi","SCHWARTZ in SCHWARTZ & MCCOY",1970
"Pholidoscelis","chrysolaemus","chrysolaemus","COPE",1868
"Pholidoscelis","chrysolaemus","abbotti","NOBLE",1923
"Pholidoscelis","chrysolaemus","alacris","SCHWARTZ & KLINIKOWSKI",1966
"Pholidoscelis","chrysolaemus","boekeri","MERTENS",1939
"Pholidoscelis","chrysolaemus","defensor","SCHWARTZ & KLINIKOWSKI",1966
"Pholidoscelis","chrysolaemus","evulsa","SCHWARTZ",1973
"Pholidoscelis","chrysolaemus","ficta","SCHWARTZ & KLINIKOWSKI",1966
"Pholidoscelis","chrysolaemus","jacta","SCHWARTZ & KLINIKOWSKI",1966
"Pholidoscelis","chrysolaemus","parvoris","SCHWARTZ & KLINIKOWSKI",1966
"Pholidoscelis","chrysolaemus","procax","SCHWARTZ & KLINIKOWSKI",1966
"Pholidoscelis","chrysolaemus","quadrijugis","SCHWARTZ",1968
"Pholidoscelis","chrysolaemus","regularis","FISCHER",1888
"Pholidoscelis","chrysolaemus","richardthomasi","SCHWARTZ & KLINIKOWSKI",1966
"Pholidoscelis","chrysolaemus","secessa","SCHWARTZ & KLINIKOWSKI",1966
"Pholidoscelis","chrysolaemus","woodi","COCHRAN",1934
"Pholidoscelis","exsul","exsul","COPE",1862
"Pholidoscelis","exsul","alboguttatus","BOULENGER",1896
"Pholidoscelis","exsul","desechensis","HEATWOLE & TORRES",1967
"Pholidoscelis","lineolatus","lineolatus","DUMERIL & BIBRON",1839
"Pholidoscelis","lineolatus","beatensis","NOBLE",1923
"Pholidoscelis","lineolatus","meracula","SCHWARTZ",1966
"Pholidoscelis","lineolatus","perplicata","SCHWARTZ",1966
"Pholidoscelis","lineolatus","privigna","SCHWARTZ",1966
"Pholidoscelis","lineolatus","semota","SCHWARTZ",1966
"Pholidoscelis","maynardi","maynardi","GARMAN",1888
"Pholidoscelis","maynardi","parvinaguae","BARBOUR & SHREVE",1936
"Pholidoscelis","maynardi","uniformis","NOBLE & KLINGEL",1932
"Pholidoscelis","plei","plei","DUMERIL & BIBRON",1839
"Pholidoscelis","plei","analiferus","COPE",1870
"Pholidoscelis","taeniurus","taeniurus","COPE",1862
"Pholidoscelis","taeniurus","aequorea","SCHWARTZ",1967
"Pholidoscelis","taeniurus","azuae","SCHWARTZ",1967
"Pholidoscelis","taeniurus","barbouri","COCHRAN",1928
"Pholidoscelis","taeniurus","ignobilis","SCHWARTZ",1967
"Pholidoscelis","taeniurus","meyerabichi","MERTENS",1950
"Pholidoscelis","taeniurus","navassae","SCHMIDT",1919
"Pholidoscelis","taeniurus","pentamerinthus","SCHWARTZ",1968
"Pholidoscelis","taeniurus","regnatrix","SCHWARTZ",1967
"Pholidoscelis","taeniurus","rosamondae","COCHRAN",1934
"Pholidoscelis","taeniurus","tofacea","SCHWARTZ",1967
"Pholidoscelis","taeniurus","vafra","SCHWARTZ",1967
"Pholidoscelis","taeniurus","varica","SCHWARTZ",1967
"Pholidoscelis","taeniurus","vulcanalis","SCHWARTZ",1967
"Phrynocephalus","guttatus","alpherakii","BEDRIAGA",1906
"Phrynocephalus","guttatus","guttatus","GMELIN",1789
"Phrynocephalus","guttatus","melanurus","EICHWALD",1831
"Phrynocephalus","guttatus","moltschanowi","NIKOLSKY",1913
"Phrynocephalus","guttatus","salsatus","GORELOV DUNAYEV & KOTENKO in GOLUBEV et al.",1995
"Phrynocephalus","helioscopus","helioscopus","PALLAS",1773
"Phrynocephalus","helioscopus","cameranoi","BEDRIAGA",1907
"Phrynocephalus","helioscopus","meridionalis","DUNAYEV SOLOVYEVA & POYARKOV",2012
"Phrynocephalus","helioscopus","saidalievi","SATTOROV",1981
"Phrynocephalus","helioscopus","sergeevi","DUNAYEV SOLOVYEVA & POYARKOV",2012
"Phrynocephalus","helioscopus","turcomanus","DUNAYEV SOLOVYEVA & POYARKOV",2012
"Phrynocephalus","helioscopus","varius","EICHWALD",1831
"Phrynocephalus","interscapularis","interscapularis","LICHTENSTEIN",1856
"Phrynocephalus","interscapularis","sogdianus","CHERNOV",1948
"Phrynocephalus","maculatus","longicaudatus","HAAS",1957
"Phrynocephalus","maculatus","maculatus","ANDERSON",1872
"Phrynocephalus","mystaceus","mystaceus","PALLAS",1776
"Phrynocephalus","mystaceus","khorasanus","SOLOVYEVA DUNAYEV NAZAROV RADJABIZADEH & POYARKOV",2018
"Phrynocephalus","ornatus","vindumi","GOLUBEV",1998
"Phrynocephalus","ornatus","ornatus","BOULENGER",1887
"Phrynocephalus","persicus","horvathi","MEHELY",1894
"Phrynocephalus","persicus","persicus","DE FILIPPI",1863
"Phrynocephalus","raddei","boettgeri","VON BEDRIAGA",1906
"Phrynocephalus","raddei","raddei","BOETTGER",1888
"Phrynocephalus","reticulatus","bannikovi","DAREVSKY RUSTAMOV & SHAMMAKOV",1976
"Phrynocephalus","reticulatus","reticulatus","EICHWALD",1831
"Phrynocephalus","rossikowi","rossikowi","NIKOLSKY",1898
"Phrynocephalus","rossikowi","shammakowi","SZCZERBAK & GOLUBEV",1979
"Phrynocephalus","versicolor","hispidus","BEDRIAGA",1909
"Phrynocephalus","versicolor","doriai","BEDRIAGA",1909
"Phrynocephalus","versicolor","kulagini","BEDRIAGA",1909
"Phrynocephalus","versicolor","versicolor","STRAUCH",1876
"Phrynocephalus","vlangalii","hongyuanensis","ZHAO et al.",1980
"Phrynocephalus","vlangalii","vlangalii","STRAUCH",1876
"Phrynonax","poecilonotus","argus","BOCOURT",1888
"Phrynonax","poecilonotus","chrysobronchus","COPE",1875
"Phrynonax","poecilonotus","poecilonotus","GUNTHER",1858
"Phrynosoma","coronatum","coronatum","BLAINVILLE",1835
"Phrynosoma","coronatum","frontale","VAN DENBURGH",1894
"Phrynosoma","coronatum","jamesi","SCHMIDT",1922
"Phrynosoma","hernandesi","hernandesi","GIRARD",1858
"Phrynosoma","hernandesi","ornatum","GIRARD",1858
"Phrynosoma","orbiculare","bradti","HOROWITZ",1955
"Phrynosoma","orbiculare","cortezii","DUMERIL & BOCOURT",1870
"Phrynosoma","orbiculare","dugesii","DUMERIL & BOCOURT",1870
"Phrynosoma","orbiculare","orbiculare","LINNAEUS",1758
"Phrynosoma","orbiculare","orientale","HOROWITZ",1955
"Phrynosoma","ornatissimum","ornatissimum","GIRARD",1858
"Phrynosoma","ornatissimum","brachycercum","SMITH",1942
"Phrynosoma","platyrhinos","calidiarum","COPE",1896
"Phrynosoma","platyrhinos","platyrhinos","GIRARD",1852
"Phyllodactylus","galapagensis","daphnensis","VAN DENBURGH",1912
"Phyllodactylus","galapagensis","maresi","LANZA",1973
"Phyllodactylus","galapagensis","olschkii","LANZA",1973
"Phyllodactylus","galapagensis","galapagensis","PETERS",1869
"Phyllodactylus","homolepidurus","homolepidurus","SMITH",1935
"Phyllodactylus","homolepidurus","nolascoensis","DIXON",1964
"Phyllodactylus","lanei","lupitae","CASTRO-FRANCO & URIBE-PENA",1992
"Phyllodactylus","lanei","isabelae","CASTRO-FRANCO & URIBE-PENA",1992
"Phyllodactylus","lanei","rupinus","DIXON",1964
"Phyllodactylus","lanei","lanei","SMITH",1935
"Phyllodactylus","muralis","isthmus","DIXON",1964
"Phyllodactylus","muralis","muralis","TAYLOR",1940
"Phyllodactylus","tuberculosus","ingeri","DIXON",1964
"Phyllodactylus","tuberculosus","magnus","TAYLOR",1942
"Phyllodactylus","tuberculosus","saxatilis","DIXON",1964
"Phyllodactylus","tuberculosus","tuberculosus","WIEGMANN",1834
"Phyllodactylus","xanti","acorius","DIXON",1966
"Phyllodactylus","xanti","xanti","COPE",1863
"Phyllodactylus","xanti","sloani","BOSTIC",1971
"Phyllodactylus","xanti","zweifeli","DIXON",1964
"Phyllurus","ossa","ossa","COUPER COVACEVICH & MORITZ",1993
"Phyllurus","ossa","hobsoni","COUPER & HOSKIN",2013
"Phyllurus","ossa","tamoya","COUPER & HOSKIN",2013
"Pinoyscincus","abdictus","abdictus","BROWN & ALCALA",1980
"Pinoyscincus","abdictus","aquilonius","BROWN & ALCALA",1980
"Pinoyscincus","coxi","coxi","TAYLOR",1915
"Pinoyscincus","coxi","divergens","TAYLOR",1922
"Pinoyscincus","jagori","jagori","PETERS",1864
"Pinoyscincus","jagori","grandis","TAYLOR",1922
"Pituophis","catenifer","affinis","HALLOWELL",1852
"Pituophis","catenifer","annectens","BAIRD & GIRARD",1853
"Pituophis","catenifer","catenifer","BLAINVILLE",1835
"Pituophis","catenifer","deserticola","STEJNEGER",1893
"Pituophis","catenifer","fulginatus","KLAUBER",1946
"Pituophis","catenifer","pumilus","KLAUBER",1946
"Pituophis","catenifer","sayi","SCHLEGEL",1837
"Pituophis","deppei","deppei","DUMERIL",1853
"Pituophis","deppei","jani","COPE",1861
"Pituophis","lineaticollis","gibsoni","STUART",1954
"Pituophis","lineaticollis","lineaticollis","COPE",1861
"Pituophis","melanoleucus","lodingi","BLANCHARD",1924
"Pituophis","melanoleucus","melanoleucus","DAUDIN",1803
"Pituophis","melanoleucus","mugitus","BARBOUR",1921
"Placosoma","cordylinum","cordylinum","FITZINGER in TSCHUDI",1847
"Placosoma","cordylinum","champsonotus","WERNER",1910
"Platyceps","brevis","brevis","BOULENGER",1895
"Platyceps","brevis","smithii","BOULENGER",1895
"Platyceps","florulentus","florulentus","GEOFFROY SAINT-HILAIRE",1827
"Platyceps","florulentus","keniensis","PARKER",1932
"Platyceps","florulentus","perreti","SCHATTI",1988
"Platyceps","karelini","chesneii","MARTIN",1838
